24;95
76;116
108;118
92;141
101;157
79;114
94;135
39;69
139;198
87;120
45;62
100;109
63;105
100;145
100;167
167;232
93;156
99;145
185;4
124;170
154;227
170;236
2;46
106;144
54;114
52;196
154;223
167;228
79;129
56;170
41;218
114;162
87;137
94;142
100;145
30;66
106;130
92;141
92;107
103;158
147;218
116;178
149;208
83;126
249;23
27;72
66;134
122;176
116;160
147;213
150;252
112;139
93;142
70;100
104;117
93;141
107;164
47;127
115;169
95;169
89;155
90;176
95;122
75;138
112;155
126;151
105;149
52;126
110;151
70;84
94;121
28;40
102;144
88;167
34;172
116;174
130;199
88;137
55;122
184;205
77;129
222;225
92;136
112;155
101;135
47;106
209;5
0;64
98;144
125;165
46;67
109;169
165;173
119;159
57;137
187;236
82;127
78;115
73;161
111;146
64;121
143;212
0;205
108;151
98;114
126;197
72;114
187;251
159;39
58;87
132;175
111;208
169;220
169;171
64;111
223;42
113;133
93;140
58;185
227;32
86;118
115;224
200;244
104;178
58;117
109;148
190;4
166;211
60;105
99;179
72;181
41;88
35;95
33;99
171;190
82;141
120;121
56;159
71;123
100;115
43;179
162;16
224;54
188;236
62;85
131;175
128;158
80;108
162;207
241;99
99;143
140;146
123;180
35;138
68;136
111;148
181;6
148;163
154;212
104;152
74;135
100;126
67;94
165;167
23;81
94;146
81;132
232;87
75;138
92;124
124;196
109;155
118;170
113;141
128;172
88;133
66;79
190;218
38;113
99;145
147;181
234;235
53;89
164;193
99;143
244;57
76;118
24;81
122;159
191;215
223;233
101;135
155;171
17;89
45;138
120;165
17;63
82;119
125;176
128;139
128;164
145;204
41;167
122;160
101;113
151;229
72;109
1;80
162;25
39;67
185;254
121;41
94;135
174;175
115;176
255;12
105;158
100;145
132;187
57;93
26;29
186;99
169;212
102;199
86;136
66;198
99;134
75;103
104;146
72;224
114;135
45;91
137;172
165;190
149;176
163;203
124;130
57;192
141;168
105;137
245;111
195;84
69;100
167;215
103;173
184;227
163;172
72;96
113;157
50;65
40;50
100;156
142;201
76;103
114;167
126;155
209;40
171;173
71;99
115;131
82;171
102;115
132;135
173;179
2;63
67;142
104;148
82;42
114;153
123;182
152;9
180;254
109;156
95;159
84;214
102;131
87;114
244;5
62;126
20;90
99;144
224;228
62;95
63;117
99;152
246;58
245;25
216;238
117;157
215;233
112;151
95;111
34;120
134;168
109;152
39;78
51;96
150;206
133;216
103;145
158;185
101;134
211;76
116;156
108;163
117;160
167;192
194;2
36;233
117;127
133;190
103;122
23;55
89;143
177;224
4;22
98;177
110;152
172;195
196;216
65;83
160;221
117;160
105;150
145;177
69;194
22;38
249;7
150;192
11;246
110;143
71;114
164;195
144;176
53;117
93;135
125;140
36;253
173;212
111;178
216;156
20;46
194;206
97;141
197;27
163;206
120;155
130;188
58;101
213;235
110;135
71;153
91;127
124;146
120;198
102;151
39;58
39;126
47;74
109;143
86;196
120;126
140;187
252;102
219;244
143;157
131;167
219;164
134;160
125;185
115;172
125;176
93;128
90;165
12;215
119;169
125;183
112;155
169;183
250;71
61;116
216;52
113;138
20;85
109;150
177;205
177;218
182;212
88;139
14;80
249;64
109;163
70;133
208;219
165;171
249;29
193;234
133;184
82;190
79;151
103;148
58;66
222;59
87;137
104;185
67;77
211;233
217;230
92;24
185;207
69;100
245;85
67;107
12;114
81;135
4;96
96;170
107;152
43;57
18;50
169;248
232;44
132;178
98;105
176;198
253;255
43;74
127;184
93;141
3;219
127;127
179;227
70;125
55;116
22;98
27;63
112;147
189;77
38;46
109;199
250;51
43;176
95;119
36;79
118;125
136;179
66;134
141;211
82;127
208;251
147;160
128;146
43;69
156;171
135;199
79;142
234;238
1;110
122;185
98;161
60;206
117;141
82;156
64;131
228;253
163;182
106;151
123;150
121;155
110;161
47;62
47;67
91;127
82;172
151;90
109;174
141;214
234;47
123;157
42;105
104;150
85;221
160;176
132;172
106;142
17;26
57;105
238;49
73;129
9;77
194;5
119;202
168;175
183;202
166;177
72;114
99;145
108;153
233;211
77;152
47;110
107;163
48;186
102;147
96;158
97;148
76;86
158;159
86;58
200;228
24;34
7;112
153;207
82;138
249;44
222;121
99;153
96;144
43;72
162;215
245;114
9;75
130;178
107;117
137;171
251;245
213;31
239;70
41;92
66;223
109;142
181;231
45;103
20;91
190;202
85;109
86;156
102;95
39;86
100;169
61;189
21;88
6;55
107;153
34;64
99;143
99;146
79;109
109;156
196;6
82;151
147;149
76;121
149;176
72;176
103;147
7;32
176;184
176;254
96;160
161;14
111;158
57;111
164;175
50;105
165;168
77;131
98;241
95;145
86;120
226;15
78;114
98;140
58;194
246;66
88;147
136;205
75;126
55;121
152;182
147;183
219;55
101;133
215;234
96;136
242;57
209;5
209;26
83;135
187;213
98;149
101;149
70;135
20;92
121;146
192;242
2;54
73;111
180;17
124;142
45;109
156;255
181;30
118;158
96;122
131;223
213;246
109;156
245;82
115;156
70;89
39;169
166;220
163;167
43;111
127;254
109;126
90;138
198;29
183;240
56;77
130;66
81;126
114;167
59;117
47;208
172;224
218;41
148;184
89;235
80;169
52;97
94;140
154;183
158;182
195;227
86;155
84;177
119;210
94;124
219;108
165;57
78;140
174;222
189;202
64;109
134;160
63;83
129;176
139;219
154;246
93;152
158;223
92;145
239;212
128;153
235;69
137;143
84;113
102;144
193;25
98;168
96;133
142;165
243;50
5;102
72;127
144;113
80;139
83;114
121;134
151;216
117;171
230;20
194;110
88;121
77;102
201;227
76;134
170;195
126;167
36;61
38;116
172;200
89;135
55;167
230;20
179;208
117;156
27;29
1;30
84;92
14;111
19;91
59;119
25;81
198;252
70;109
224;128
116;144
97;144
167;18
131;120
107;151
104;118
125;206
147;229
69;164
91;177
3;65
161;209
57;6
141;188
182;201
176;19
56;87
104;144
94;139
12;123
94;137
86;156
20;38
61;103
105;192
26;95
186;83
17;27
36;64
198;229
65;214
55;193
16;56
151;184
233;236
59;120
214;17
134;141
223;94
154;203
103;127
101;80
143;211
119;168
145;191
137;183
93;138
103;148
121;175
127;174
193;248
64;161
49;155
192;6
49;117
143;140
100;148
175;67
219;92
24;33
111;136
190;109
94;149
141;165
7;108
217;26
250;106
105;149
91;44
111;151
91;129
8;29
164;231
119;173
186;64
158;98
104;150
55;62
106;150
169;183
48;110
50;107
113;189
10;117
5;72
98;148
177;207
191;228
246;4
120;159
155;187
200;215
94;118
80;138
115;156
94;157
213;248
232;14
127;176
161;81
91;149
161;187
69;83
86;179
90;140
110;172
74;87
28;106
192;58
130;68
195;13
144;217
251;99
254;26
136;158
63;158
189;251
98;164
111;154
130;221
8;39
181;252
20;34
57;103
95;196
49;111
101;157
210;212
238;254
62;114
209;5
115;140
100;142
133;171
246;246
58;121
130;212
131;143
105;201
55;59
112;187
137;123
215;71
131;163
68;111
158;244
136;180
68;135
159;238
117;163
70;90
11;84
81;152
62;95
88;136
26;86
75;142
137;190
123;73
96;150
111;147
108;147
93;127
140;169
3;107
45;97
206;225
142;173
194;190
145;165
116;171
186;211
74;105
93;129
174;81
115;121
120;180
169;6
0;64
170;183
210;43
52;108
46;128
1;124
115;218
110;162
110;126
142;171
146;178
79;133
247;61
221;33
119;197
167;174
210;220
165;179
254;21
100;131
177;237
171;48
82;150
158;185
172;240
18;251
100;146
113;219
70;73
33;78
106;115
93;164
63;114
88;153
76;62
243;18
71;106
159;77
191;8
97;168
116;159
79;130
65;104
84;245
194;75
77;126
102;102
185;204
73;168
21;50
182;254
244;48
7;180
59;199
197;244
65;121
170;17
135;169
17;100
102;138
71;122
28;97
104;184
199;107
43;253
26;67
5;46
21;138
99;143
76;138
169;0
77;123
136;141
223;223
152;161
234;249
155;178
226;130
98;146
231;32
113;163
185;23
91;166
119;77
97;118
70;128
103;150
55;70
